Product URL,Product Name,Product Price,Rating,Number of Reviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y/ref=sxin_17_trfobq2av2_0_B09SB5DP5Y?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09SB5DP5Y&pd_rd_r=1237355d-e637-4ed8-96c8-e9cb60f9c175&pd_rd_w=dybvd&pd_rd_wg=fodsz&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=NNNRXPKWGQMHJP9EFVJZ&qid=1690460468&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-1-973fd8bd-28ce-479e-8be4-fbaf1193947a,MosQuick® Clear large Drawstring,₹310,4.0,69,N/A,N/A,N/A,N/A
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sxin_17_trfobq2av2_1_B0821PYKVK?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0821PYKVK&pd_rd_r=1237355d-e637-4ed8-96c8-e9cb60f9c175&pd_rd_w=dybvd&pd_rd_wg=fodsz&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=NNNRXPKWGQMHJP9EFVJZ&qid=1690460468&rdc=1&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&sprefix=ba%2Caps%2C283&sr=1-2-973fd8bd-28ce-479e-8be4-fbaf1193947a,Presto! Oxo-Biodegradable Garbage,₹329,4.3,"29,978",N/A,N/A,N/A,N/A
https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W3XLDM2/ref=sxin_17_trfobq2av2_2_B09W3XLDM2?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09W3XLDM2&pd_rd_r=1237355d-e637-4ed8-96c8-e9cb60f9c175&pd_rd_w=dybvd&pd_rd_wg=fodsz&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=NNNRXPKWGQMHJP9EFVJZ&qid=1690460468&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-3-973fd8bd-28ce-479e-8be4-fbaf1193947a,AmazonBasics Laptop Backpack,₹709,4.2,657,N/A,N/A,N/A,N/A
https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Travel/dp/B08D5RCWV9/ref=sxin_17_trfobq2av2_3_B08D5RCWV9?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08D5RCWV9&pd_rd_r=1237355d-e637-4ed8-96c8-e9cb60f9c175&pd_rd_w=dybvd&pd_rd_wg=fodsz&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=NNNRXPKWGQMHJP9EFVJZ&qid=1690460468&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-4-973fd8bd-28ce-479e-8be4-fbaf1193947a,Blue Tree Kids Backpack Mini Travel,₹298,4.0,377,N/A,N/A,N/A,N/A
https://www.amazon.in/AmazonBasics-Zippered-Storage-Bags-Window/dp/B07JJCJG5W/ref=sxin_17_trfobq2av2_4_B07JJCJG5W?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07JJCJG5W&pd_rd_r=1237355d-e637-4ed8-96c8-e9cb60f9c175&pd_rd_w=dybvd&pd_rd_wg=fodsz&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=NNNRXPKWGQMHJP9EFVJZ&qid=1690460468&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-5-973fd8bd-28ce-479e-8be4-fbaf1193947a,AmazonBasics Zippered Storage,₹619,4.3,"1,721",N/A,N/A,N/A,N/A
https://www.amazon.in/AmazonBasics-Vacuum-Compression-Storage-Bags/dp/B07RSCPH4N/ref=sxin_17_trfobq2av2_5_B07RSCPH4N?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07RSCPH4N&pd_rd_r=1237355d-e637-4ed8-96c8-e9cb60f9c175&pd_rd_w=dybvd&pd_rd_wg=fodsz&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=NNNRXPKWGQMHJP9EFVJZ&qid=1690460468&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-6-973fd8bd-28ce-479e-8be4-fbaf1193947a,AmazonBasics Vacuum Compression Storage,₹689,4.5,"10,446",N/A,N/A,N/A,N/A
https://www.amazon.in/Blue-Tree-Velvet-Nursery-Travelling/dp/B07QTQ3CS7/ref=sxin_17_trfobq2av2_6_B07QTQ3CS7?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07QTQ3CS7&pd_rd_r=1237355d-e637-4ed8-96c8-e9cb60f9c175&pd_rd_w=dybvd&pd_rd_wg=fodsz&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=NNNRXPKWGQMHJP9EFVJZ&qid=1690460468&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-7-973fd8bd-28ce-479e-8be4-fbaf1193947a,Blue Tree Velvet Kids School/Nursery/Picnic/Carry/Travelling,₹298,4.2,82,N/A,N/A,N/A,N/A
https://www.amazon.in/Amazon-Brand-Solimo-Polyester-Backpack/dp/B0B46XH98S/ref=sxin_17_trfobq2av2_7_B0B46XH98S?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0B46XH98S&pd_rd_r=1237355d-e637-4ed8-96c8-e9cb60f9c175&pd_rd_w=dybvd&pd_rd_wg=fodsz&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=NNNRXPKWGQMHJP9EFVJZ&qid=1690460468&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-8-973fd8bd-28ce-479e-8be4-fbaf1193947a,Amazon Brand - Solimo 8L Polyester Canvas Backpack,₹299,4.4,134,N/A,N/A,N/A,N/A
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1690460468&sprefix=ba%2Caps%2C283&sr=8-4,Half Moon 35 Ltrs Water Resistant 15.6 inch Laptop,₹649,3.9,"16,648","Buy Half Moon 35 Ltrs Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips from Laptop Backpacks at Amazon.in. 30 days free exchange or return",N/A,N/A,N/A
https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1690460468&sprefix=ba%2Caps%2C283&sr=8-5,Half Moon Large 37L Laptop,₹849,3.9,"3,270",N/A,N/A,N/A,N/A
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1690460468&sprefix=ba%2Caps%2C283&sr=8-6,TRUE HUMAN EMPEROR® Anti-Theft backpack With USB charging Port Laptop,₹689,3.8,"2,335",N/A,N/A,N/A,N/A
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1690460468&sprefix=ba%2Caps%2C283&sr=8-7,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop,₹987,4.4,"5,936",N/A,N/A,N/A,N/A
https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1690460468&sprefix=ba%2Caps%2C283&sr=8-8,Gear Cello 30 Ltrs Black Laptop Backpack (LBPASPIRE0104),"₹1,125",4.4,"5,940",N/A,N/A,N/A,N/A
https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1690460468&sprefix=ba%2Caps%2C283&sr=8-9,NORTH ZONE Casual Waterproof Laptop Backpack/Office,₹630,4.0,494,Buy NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Navy Blue) from Laptop Backpacks at Amazon.in. 30 days free exchange or return,N/A,N/A,N/A
https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1690460468&sprefix=ba%2Caps%2C283&sr=8-10,Sfane Polyester 23cms Duffle/Shoulder/Gym,₹387,4.3,"7,659",Buy Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey) from Sports Duffles at Amazon.in. 30 days free exchange or return,N/A,N/A,N/A
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_11?crid=2M096C61O4MLT&keywords=bags&qid=1690460468&sprefix=ba%2Caps%2C283&sr=8-11,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","₹1,299",4.3,606,N/A,N/A,N/A,N/A
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_12?crid=2M096C61O4MLT&keywords=bags&qid=1690460468&sprefix=ba%2Caps%2C283&sr=8-12,Wesley Spartan Unisex Travel Hiking Laptop,₹749,4.1,"1,572",N/A,N/A,N/A,N/A
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1690460468&sprefix=ba%2Caps%2C283&sr=8-13,Safari Compact Size 15 Ltrs Casual Backpack For Unisex Adult - Sea Blue,₹248,4.0,"20,089",N/A,N/A,N/A,N/A
https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3TVDK6/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1690460468&sprefix=ba%2Caps%2C283&sr=8-14,Northzone Lightweight school,₹549,4.0,130,N/A,N/A,N/A,N/A
https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1690460468&sprefix=ba%2Caps%2C283&sr=8-15,Gear CarryOn 16L Foldable Water Resistant School,₹229,3.7,"6,871",Buy Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black from Casual Backpacks at Amazon.in. 30 days free exchange or return,N/A,N/A,N/A
https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1690460468&sprefix=ba%2Caps%2C283&sr=8-16,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel",₹680,3.6,192,N/A,N/A,N/A,N/A
